label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Não Cortar,595,192,43,77,63_orelha_de_elefante.jpg,640,640
Cortar,557,95,61,72,63_orelha_de_elefante.jpg,640,640
Cortar,471,75,44,73,63_orelha_de_elefante.jpg,640,640
Cortar,561,432,79,135,63_orelha_de_elefante.jpg,640,640
Cortar,511,16,58,79,63_orelha_de_elefante.jpg,640,640
Cortar,307,29,38,82,63_orelha_de_elefante.jpg,640,640
Não Cortar,368,55,261,255,64_orelha_de_elefante.jpg,640,640
Não Cortar,361,356,141,211,64_orelha_de_elefante.jpg,640,640
Não Cortar,437,343,1,5,64_orelha_de_elefante.jpg,640,640
Cortar,159,172,214,308,64_orelha_de_elefante.jpg,640,640
Não Cortar,0,0,133,268,64_orelha_de_elefante.jpg,640,640
Não Cortar,397,128,234,217,65_orelha_de_elefante.jpg,640,640
Não Cortar,415,367,123,203,65_orelha_de_elefante.jpg,640,640
Cortar,239,234,186,259,65_orelha_de_elefante.jpg,640,640
Cortar,343,188,279,349,66_orelha_de_elefante.jpg,640,640
Não Cortar,31,314,85,92,66_orelha_de_elefante.jpg,640,640
Cortar,119,230,157,272,66_orelha_de_elefante.jpg,640,640
Cortar,275,85,365,474,67_orelha_de_elefante.jpg,640,640
Cortar,0,100,200,375,67_orelha_de_elefante.jpg,640,640
Cortar,2,132,270,407,68_orelha_de_elefante.jpg,640,640
Não Cortar,556,194,84,171,68_orelha_de_elefante.jpg,640,640
Cortar,347,127,210,337,68_orelha_de_elefante.jpg,640,640
Cortar,0,16,102,139,68_orelha_de_elefante.jpg,640,640
Cortar,13,394,88,119,69_orelha_de_elefante.jpg,640,640
Cortar,325,282,108,185,69_orelha_de_elefante.jpg,640,640
Cortar,115,354,101,138,69_orelha_de_elefante.jpg,640,640
Não Cortar,529,385,70,97,70_orelha_de_elefante.jpg,640,640
Não Cortar,532,475,77,149,70_orelha_de_elefante.jpg,640,640
Cortar,273,286,223,296,70_orelha_de_elefante.jpg,640,640
Cortar,0,293,238,347,70_orelha_de_elefante.jpg,640,640
Não Cortar,584,390,53,83,71_orelha_de_elefante.jpg,640,640
Não Cortar,582,476,58,112,71_orelha_de_elefante.jpg,640,640
Cortar,2,133,248,261,71_orelha_de_elefante.jpg,640,640
Cortar,41,333,266,307,71_orelha_de_elefante.jpg,640,640
Não Cortar,432,357,85,82,72_orelha_de_elefante.jpg,640,640
Não Cortar,205,361,91,78,72_orelha_de_elefante.jpg,640,640
Não Cortar,19,432,82,146,72_orelha_de_elefante.jpg,640,640
Não Cortar,345,494,186,146,72_orelha_de_elefante.jpg,640,640
Não Cortar,324,361,97,68,73_orelha_de_elefante.jpg,640,640
Não Cortar,521,329,81,74,73_orelha_de_elefante.jpg,640,640
Não Cortar,100,333,74,34,73_orelha_de_elefante.jpg,640,640
Não Cortar,171,449,84,119,73_orelha_de_elefante.jpg,640,640
Cortar,466,463,174,149,73_orelha_de_elefante.jpg,640,640
Cortar,256,61,153,177,73_orelha_de_elefante.jpg,640,640
Não Cortar,110,87,143,69,73_orelha_de_elefante.jpg,640,640
Não Cortar,364,177,81,101,74_orelha_de_elefante.jpg,640,640
Não Cortar,237,528,59,91,74_orelha_de_elefante.jpg,640,640
Cortar,334,0,173,152,74_orelha_de_elefante.jpg,640,640
Cortar,59,294,99,155,74_orelha_de_elefante.jpg,640,640
Cortar,286,303,84,101,74_orelha_de_elefante.jpg,640,640
Cortar,290,214,103,110,75_orelha_de_elefante.jpg,640,640
Cortar,45,206,128,177,75_orelha_de_elefante.jpg,640,640
Cortar,397,458,185,167,75_orelha_de_elefante.jpg,640,640
Não Cortar,190,0,96,96,75_orelha_de_elefante.jpg,640,640
Não Cortar,0,458,54,182,75_orelha_de_elefante.jpg,640,640
Não Cortar,408,328,67,118,75_orelha_de_elefante.jpg,640,640
Não Cortar,306,409,91,92,75_orelha_de_elefante.jpg,640,640
Não Cortar,240,406,74,109,75_orelha_de_elefante.jpg,640,640
Não Cortar,397,59,126,249,75_orelha_de_elefante.jpg,640,640
Não Cortar,146,246,262,203,76_orelha_de_elefante.jpg,640,640
Cortar,467,0,173,225,76_orelha_de_elefante.jpg,640,640
Não Cortar,318,125,106,204,76_orelha_de_elefante.jpg,640,640
Não Cortar,31,92,272,252,77_orelha_de_elefante.jpg,640,640
Não Cortar,226,230,131,218,77_orelha_de_elefante.jpg,640,640
Cortar,444,318,196,322,77_orelha_de_elefante.jpg,640,640
Não Cortar,313,225,238,215,78_orelha_de_elefante.jpg,640,640
Não Cortar,243,324,119,213,78_orelha_de_elefante.jpg,640,640
Não Cortar,221,45,227,207,78_orelha_de_elefante.jpg,640,640
