label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
inadequadas para corte,335,493,162,43,126_orelha_de_elefante.jpg,640,640
adequadas para corte,479,504,161,136,126_orelha_de_elefante.jpg,640,640
adequadas para corte,213,297,233,137,126_orelha_de_elefante.jpg,640,640
adequadas para corte,191,157,173,136,126_orelha_de_elefante.jpg,640,640
adequadas para corte,364,167,138,99,126_orelha_de_elefante.jpg,640,640
adequadas para corte,358,20,148,157,126_orelha_de_elefante.jpg,640,640
adequadas para corte,133,49,246,122,126_orelha_de_elefante.jpg,640,640
adequadas para corte,271,217,143,140,127_orelha_de_elefante.jpg,640,640
adequadas para corte,402,124,73,189,127_orelha_de_elefante.jpg,640,640
adequadas para corte,471,0,124,213,127_orelha_de_elefante.jpg,640,640
adequadas para corte,427,0,41,140,127_orelha_de_elefante.jpg,640,640
adequadas para corte,249,15,138,121,127_orelha_de_elefante.jpg,640,640
inadequadas para corte,234,47,87,136,127_orelha_de_elefante.jpg,640,640
inadequadas para corte,114,100,92,112,127_orelha_de_elefante.jpg,640,640
inadequadas para corte,193,144,69,92,127_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,221,208,233,127_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,113,73,129,127_orelha_de_elefante.jpg,640,640
inadequadas para corte,95,164,58,81,127_orelha_de_elefante.jpg,640,640
inadequadas para corte,321,353,82,146,128_orelha_de_elefante.jpg,640,640
inadequadas para corte,372,300,69,102,128_orelha_de_elefante.jpg,640,640
inadequadas para corte,427,78,213,233,128_orelha_de_elefante.jpg,640,640
inadequadas para corte,559,289,81,127,128_orelha_de_elefante.jpg,640,640
inadequadas para corte,494,302,53,77,128_orelha_de_elefante.jpg,640,640
inadequadas para corte,430,333,89,109,128_orelha_de_elefante.jpg,640,640
adequadas para corte,250,394,139,142,128_orelha_de_elefante.jpg,640,640
adequadas para corte,175,418,30,162,128_orelha_de_elefante.jpg,640,640
adequadas para corte,30,331,144,232,128_orelha_de_elefante.jpg,640,640
adequadas para corte,160,234,69,183,128_orelha_de_elefante.jpg,640,640
adequadas para corte,224,189,149,118,128_orelha_de_elefante.jpg,640,640
adequadas para corte,413,91,136,193,129_orelha_de_elefante.jpg,640,640
adequadas para corte,379,58,54,151,129_orelha_de_elefante.jpg,640,640
adequadas para corte,227,84,117,100,129_orelha_de_elefante.jpg,640,640
adequadas para corte,346,190,97,169,129_orelha_de_elefante.jpg,640,640
adequadas para corte,223,273,139,114,129_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,260,173,204,129_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,152,67,116,129_orelha_de_elefante.jpg,640,640
inadequadas para corte,163,198,70,78,129_orelha_de_elefante.jpg,640,640
inadequadas para corte,217,124,77,117,129_orelha_de_elefante.jpg,640,640
inadequadas para corte,83,201,44,77,129_orelha_de_elefante.jpg,640,640
inadequadas para corte,107,157,82,90,129_orelha_de_elefante.jpg,640,640
inadequadas para corte,235,407,60,151,130_orelha_de_elefante.jpg,640,640
inadequadas para corte,163,380,67,81,130_orelha_de_elefante.jpg,640,640
inadequadas para corte,98,419,77,106,130_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,193,160,211,130_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,407,50,124,130_orelha_de_elefante.jpg,640,640
adequadas para corte,247,433,117,155,130_orelha_de_elefante.jpg,640,640
adequadas para corte,421,351,158,219,130_orelha_de_elefante.jpg,640,640
adequadas para corte,407,436,56,162,130_orelha_de_elefante.jpg,640,640
adequadas para corte,351,270,86,171,130_orelha_de_elefante.jpg,640,640
adequadas para corte,218,236,136,142,130_orelha_de_elefante.jpg,640,640
adequadas para corte,236,287,119,100,131_orelha_de_elefante.jpg,640,640
adequadas para corte,349,216,47,128,131_orelha_de_elefante.jpg,640,640
adequadas para corte,228,111,101,105,131_orelha_de_elefante.jpg,640,640
adequadas para corte,371,76,29,140,131_orelha_de_elefante.jpg,640,640
adequadas para corte,398,93,109,184,131_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,284,189,188,131_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,198,81,113,131_orelha_de_elefante.jpg,640,640
inadequadas para corte,184,220,62,79,131_orelha_de_elefante.jpg,640,640
inadequadas para corte,120,180,69,92,131_orelha_de_elefante.jpg,640,640
inadequadas para corte,218,135,68,125,131_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,338,159,242,132_orelha_de_elefante.jpg,640,640
inadequadas para corte,141,253,69,82,132_orelha_de_elefante.jpg,640,640
inadequadas para corte,186,140,82,157,132_orelha_de_elefante.jpg,640,640
inadequadas para corte,53,207,93,116,132_orelha_de_elefante.jpg,640,640
adequadas para corte,180,105,143,147,132_orelha_de_elefante.jpg,640,640
adequadas para corte,216,331,167,130,132_orelha_de_elefante.jpg,640,640
adequadas para corte,340,223,97,184,132_orelha_de_elefante.jpg,640,640
adequadas para corte,428,77,122,235,132_orelha_de_elefante.jpg,640,640
adequadas para corte,377,56,42,173,132_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,296,182,216,133_orelha_de_elefante.jpg,640,640
inadequadas para corte,177,224,62,92,133_orelha_de_elefante.jpg,640,640
inadequadas para corte,213,129,80,134,133_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,198,51,127,133_orelha_de_elefante.jpg,640,640
adequadas para corte,229,96,145,140,133_orelha_de_elefante.jpg,640,640
adequadas para corte,406,42,42,170,133_orelha_de_elefante.jpg,640,640
adequadas para corte,444,66,135,221,133_orelha_de_elefante.jpg,640,640
adequadas para corte,373,205,70,180,133_orelha_de_elefante.jpg,640,640
adequadas para corte,244,300,154,127,133_orelha_de_elefante.jpg,640,640
inadequadas para corte,102,189,80,99,133_orelha_de_elefante.jpg,640,640
adequadas para corte,401,263,145,127,134_orelha_de_elefante.jpg,640,640
adequadas para corte,222,151,140,153,134_orelha_de_elefante.jpg,640,640
adequadas para corte,413,158,71,75,134_orelha_de_elefante.jpg,640,640
adequadas para corte,0,190,113,152,134_orelha_de_elefante.jpg,640,640
adequadas para corte,0,375,134,109,134_orelha_de_elefante.jpg,640,640
adequadas para corte,89,498,70,142,134_orelha_de_elefante.jpg,640,640
adequadas para corte,270,333,86,81,134_orelha_de_elefante.jpg,640,640
inadequadas para corte,487,0,121,211,134_orelha_de_elefante.jpg,640,640
inadequadas para corte,540,191,100,178,134_orelha_de_elefante.jpg,640,640
inadequadas para corte,561,437,79,203,134_orelha_de_elefante.jpg,640,640
inadequadas para corte,422,491,51,146,134_orelha_de_elefante.jpg,640,640
inadequadas para corte,341,502,73,138,134_orelha_de_elefante.jpg,640,640
inadequadas para corte,258,426,73,158,134_orelha_de_elefante.jpg,640,640
inadequadas para corte,223,260,89,168,134_orelha_de_elefante.jpg,640,640
inadequadas para corte,278,0,90,165,134_orelha_de_elefante.jpg,640,640
inadequadas para corte,30,9,90,200,134_orelha_de_elefante.jpg,640,640
inadequadas para corte,99,302,153,90,134_orelha_de_elefante.jpg,640,640
inadequadas para corte,138,397,35,147,134_orelha_de_elefante.jpg,640,640
inadequadas para corte,200,393,55,133,134_orelha_de_elefante.jpg,640,640
inadequadas para corte,342,325,101,98,134_orelha_de_elefante.jpg,640,640
inadequadas para corte,372,209,46,97,134_orelha_de_elefante.jpg,640,640
inadequadas para corte,351,108,64,106,134_orelha_de_elefante.jpg,640,640
inadequadas para corte,400,212,123,89,134_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,283,84,193,135_orelha_de_elefante.jpg,640,640
inadequadas para corte,42,454,124,186,135_orelha_de_elefante.jpg,640,640
inadequadas para corte,277,472,128,168,135_orelha_de_elefante.jpg,640,640
inadequadas para corte,225,417,66,137,135_orelha_de_elefante.jpg,640,640
inadequadas para corte,103,356,134,96,135_orelha_de_elefante.jpg,640,640
inadequadas para corte,552,425,88,206,135_orelha_de_elefante.jpg,640,640
inadequadas para corte,191,220,121,99,135_orelha_de_elefante.jpg,640,640
inadequadas para corte,251,140,98,115,135_orelha_de_elefante.jpg,640,640
inadequadas para corte,334,42,69,172,135_orelha_de_elefante.jpg,640,640
inadequadas para corte,389,211,157,120,135_orelha_de_elefante.jpg,640,640
inadequadas para corte,328,210,87,167,135_orelha_de_elefante.jpg,640,640
inadequadas para corte,472,56,31,165,135_orelha_de_elefante.jpg,640,640
inadequadas para corte,539,0,69,103,135_orelha_de_elefante.jpg,640,640
inadequadas para corte,118,0,97,162,135_orelha_de_elefante.jpg,640,640
inadequadas para corte,52,100,79,47,135_orelha_de_elefante.jpg,640,640
adequadas para corte,293,340,140,151,135_orelha_de_elefante.jpg,640,640
adequadas para corte,533,270,107,167,135_orelha_de_elefante.jpg,640,640
adequadas para corte,509,118,131,114,135_orelha_de_elefante.jpg,640,640
adequadas para corte,482,0,53,145,135_orelha_de_elefante.jpg,640,640
adequadas para corte,207,0,71,119,135_orelha_de_elefante.jpg,640,640
adequadas para corte,67,269,159,107,135_orelha_de_elefante.jpg,640,640
adequadas para corte,477,85,139,212,136_orelha_de_elefante.jpg,640,640
adequadas para corte,546,145,94,187,136_orelha_de_elefante.jpg,640,640
adequadas para corte,194,96,155,171,136_orelha_de_elefante.jpg,640,640
adequadas para corte,49,102,78,91,136_orelha_de_elefante.jpg,640,640
adequadas para corte,0,225,149,141,136_orelha_de_elefante.jpg,640,640
adequadas para corte,453,415,74,225,136_orelha_de_elefante.jpg,640,640
inadequadas para corte,520,487,60,150,136_orelha_de_elefante.jpg,640,640
inadequadas para corte,329,261,168,111,136_orelha_de_elefante.jpg,640,640
adequadas para corte,471,331,149,126,136_orelha_de_elefante.jpg,640,640
inadequadas para corte,315,349,60,169,136_orelha_de_elefante.jpg,640,640
inadequadas para corte,240,213,96,158,136_orelha_de_elefante.jpg,640,640
inadequadas para corte,191,349,87,140,136_orelha_de_elefante.jpg,640,640
inadequadas para corte,240,422,109,160,136_orelha_de_elefante.jpg,640,640
inadequadas para corte,149,509,122,131,136_orelha_de_elefante.jpg,640,640
inadequadas para corte,80,466,81,174,136_orelha_de_elefante.jpg,640,640
inadequadas para corte,462,0,100,131,136_orelha_de_elefante.jpg,640,640
inadequadas para corte,404,70,46,126,136_orelha_de_elefante.jpg,640,640
inadequadas para corte,418,364,60,175,136_orelha_de_elefante.jpg,640,640
inadequadas para corte,118,295,113,116,136_orelha_de_elefante.jpg,640,640
inadequadas para corte,141,167,43,109,136_orelha_de_elefante.jpg,640,640
inadequadas para corte,118,49,60,127,136_orelha_de_elefante.jpg,640,640
inadequadas para corte,164,0,90,122,136_orelha_de_elefante.jpg,640,640
adequadas para corte,236,78,200,224,137_orelha_de_elefante.jpg,640,640
adequadas para corte,22,136,142,126,137_orelha_de_elefante.jpg,640,640
adequadas para corte,0,173,90,214,137_orelha_de_elefante.jpg,640,640
adequadas para corte,333,340,119,93,137_orelha_de_elefante.jpg,640,640
inadequadas para corte,273,220,97,257,137_orelha_de_elefante.jpg,640,640
inadequadas para corte,433,148,69,149,137_orelha_de_elefante.jpg,640,640
inadequadas para corte,505,123,135,118,137_orelha_de_elefante.jpg,640,640
inadequadas para corte,427,0,89,174,137_orelha_de_elefante.jpg,640,640
inadequadas para corte,324,0,119,103,137_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,0,81,180,137_orelha_de_elefante.jpg,640,640
inadequadas para corte,89,95,90,152,137_orelha_de_elefante.jpg,640,640
inadequadas para corte,104,300,176,152,137_orelha_de_elefante.jpg,640,640
inadequadas para corte,147,435,65,205,137_orelha_de_elefante.jpg,640,640
inadequadas para corte,184,405,68,151,137_orelha_de_elefante.jpg,640,640
inadequadas para corte,240,426,87,185,137_orelha_de_elefante.jpg,640,640
inadequadas para corte,304,463,69,173,137_orelha_de_elefante.jpg,640,640
inadequadas para corte,324,472,102,168,137_orelha_de_elefante.jpg,640,640
inadequadas para corte,369,396,118,159,137_orelha_de_elefante.jpg,640,640
inadequadas para corte,529,518,111,122,137_orelha_de_elefante.jpg,640,640
inadequadas para corte,411,313,156,138,137_orelha_de_elefante.jpg,640,640
adequadas para corte,493,208,147,148,137_orelha_de_elefante.jpg,640,640
adequadas para corte,0,407,147,184,137_orelha_de_elefante.jpg,640,640
adequadas para corte,504,69,109,76,137_orelha_de_elefante.jpg,640,640
inadequadas para corte,28,425,158,215,138_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,230,119,237,138_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,0,102,154,138_orelha_de_elefante.jpg,640,640
inadequadas para corte,127,330,140,114,138_orelha_de_elefante.jpg,640,640
inadequadas para corte,241,424,75,137,138_orelha_de_elefante.jpg,640,640
inadequadas para corte,308,478,96,162,138_orelha_de_elefante.jpg,640,640
inadequadas para corte,373,209,113,180,138_orelha_de_elefante.jpg,640,640
inadequadas para corte,324,114,91,141,138_orelha_de_elefante.jpg,640,640
inadequadas para corte,248,195,118,125,138_orelha_de_elefante.jpg,640,640
inadequadas para corte,221,0,70,136,138_orelha_de_elefante.jpg,640,640
inadequadas para corte,130,45,70,65,138_orelha_de_elefante.jpg,640,640
inadequadas para corte,411,37,89,169,138_orelha_de_elefante.jpg,640,640
inadequadas para corte,378,18,113,160,138_orelha_de_elefante.jpg,640,640
inadequadas para corte,559,60,46,187,138_orelha_de_elefante.jpg,640,640
inadequadas para corte,518,158,37,118,138_orelha_de_elefante.jpg,640,640
inadequadas para corte,457,235,169,118,138_orelha_de_elefante.jpg,640,640
inadequadas para corte,536,387,51,133,138_orelha_de_elefante.jpg,640,640
adequadas para corte,583,482,57,157,138_orelha_de_elefante.jpg,640,640
adequadas para corte,316,341,179,176,138_orelha_de_elefante.jpg,640,640
adequadas para corte,115,247,171,135,138_orelha_de_elefante.jpg,640,640
adequadas para corte,98,477,78,160,139_orelha_de_elefante.jpg,640,640
adequadas para corte,191,464,93,114,139_orelha_de_elefante.jpg,640,640
adequadas para corte,59,359,66,78,139_orelha_de_elefante.jpg,640,640
adequadas para corte,366,323,59,87,139_orelha_de_elefante.jpg,640,640
adequadas para corte,314,113,55,95,139_orelha_de_elefante.jpg,640,640
adequadas para corte,421,116,34,141,139_orelha_de_elefante.jpg,640,640
adequadas para corte,468,134,39,71,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,463,194,59,73,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,589,216,48,116,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,493,488,107,134,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,515,444,79,69,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,500,332,82,125,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,579,338,38,74,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,377,393,107,124,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,424,324,68,91,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,427,246,48,79,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,524,203,40,98,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,363,232,53,78,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,337,234,32,78,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,266,244,63,90,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,199,270,87,90,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,159,292,43,46,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,328,503,137,137,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,284,407,45,151,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,341,383,38,127,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,287,345,69,70,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,241,341,56,133,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,237,171,52,80,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,158,202,51,83,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,129,206,41,68,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,67,147,51,63,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,71,76,39,73,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,1,285,36,106,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,419,80,146,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,10,528,131,112,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,114,367,51,115,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,115,311,48,61,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,209,39,34,61,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,252,75,47,56,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,191,148,22,31,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,152,130,39,53,139_orelha_de_elefante.jpg,640,640
inadequadas para corte,169,108,39,33,139_orelha_de_elefante.jpg,640,640
adequadas para corte,347,71,105,104,140_orelha_de_elefante.jpg,640,640
adequadas para corte,463,0,83,158,140_orelha_de_elefante.jpg,640,640
adequadas para corte,517,200,64,77,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,157,524,48,70,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,130,559,28,40,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,0,503,50,66,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,104,485,35,47,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,75,486,31,46,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,347,505,43,58,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,394,548,38,56,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,521,478,47,87,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,518,427,46,63,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,451,454,39,57,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,429,473,33,60,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,468,367,39,70,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,433,343,47,94,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,386,390,48,63,140_orelha_de_elefante.jpg,640,640
inadequadas para corte,346,385,48,90,140_orelha_de_elefante.jpg,640,640
